username,user_id,post_id,is_video,media_url,like_count,comment_count,caption,location,timestamp,date_posted,post_url,thumbnail_url
ask__eastern,43074846811,3046946049121807283,False,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/332943419_515332940795930_6412412018861216025_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=quU9ARJrQekAX_Ji99f&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCzE3mZIbQd6fUPoHJqBOGyS1nEUsQn7LeEki_W5eVbdw&oe=649F86D0&_nc_sid=29ddf3,48,61,"الى يعرف لايبخل بالاجابه♥️♥️
.
.
.
.

أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

‏@ask__eastern","Dammam, Saudi Arabia",1677444295,26-02-2023 23:44:55,https://www.instagram.com/p/CpI7UnLr2uz/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/332943419_515332940795930_6412412018861216025_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=quU9ARJrQekAX_Ji99f&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfANwrBoFGCilmfdFz7unfqarFBm0QABxUhFjQNA5gT8og&oe=649F86D0&_nc_sid=29ddf3
ask__eastern,43074846811,2987631666360588744,False,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/318586134_881658342988839_7210830277783644402_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=bATO9IWz2PkAX9FPhYl&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCHwGm3UCZw5bSruTXHperoH41FqN1WFWUXapZlRwzEtA&oe=649FA472&_nc_sid=29ddf3,29,36,"أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

@m3booojalwaleed","Dammam, Saudi Arabia",1670373470,07-12-2022 03:37:50,https://www.instagram.com/p/Cl2MyvhIZnI/,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/318586134_881658342988839_7210830277783644402_n.jpg?stp=c0.179.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=bATO9IWz2PkAX9FPhYl&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBBjD5Qbd-6ZFN5Uoipq0-DMq0S7PAbg2kuh0R0wE2ouw&oe=649FA472&_nc_sid=29ddf3
ask__eastern,43074846811,2930987003554932966,False,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307295347_1766468110377784_6184739070104764420_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=pzChc1BcWfUAX_7mr26&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCUz3eu9C06v-poNG5CMjt0JPfjftIXOI9U7h9KQOyoXQ&oe=649EC3B4&_nc_sid=29ddf3,38,51,"الى يعرف لايبخل بالاجابه♥️♥️
.
.
.
.

أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

‏@ask__eastern","Dammam, Saudi Arabia",1663620900,19-09-2022 23:55:00,https://www.instagram.com/p/Cis9SaULajm/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307295347_1766468110377784_6184739070104764420_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=pzChc1BcWfUAX_7mr26&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBUyZP0JTOmeFzkCV3WTBkn277zyHt340Mt1z3StXsZXA&oe=649EC3B4&_nc_sid=29ddf3
ask__eastern,43074846811,2930986642064755188,False,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/307840480_1992786731057904_321826121314863353_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=e2xuLMwjAn4AX-wzVFS&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfA5czZjuqHj387bEWIUMZCtj8lathvAAlU7-KcRTCNxiw&oe=649F83BA&_nc_sid=29ddf3,29,32,"الى يعرف لايبخل بالاجابه♥️♥️
.
.
.
.

أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

‏@ask__eastern","Dammam, Saudi Arabia",1663620857,19-09-2022 23:54:17,https://www.instagram.com/p/Cis9NJpr0n0/,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/307840480_1992786731057904_321826121314863353_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=e2xuLMwjAn4AX-wzVFS&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfByQfQELJaw2WdYXM243J21wpgvGtnUlUZxgRILWA1qsQ&oe=649F83BA&_nc_sid=29ddf3
ask__eastern,43074846811,2930986351944622728,False,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307793572_179648347901744_3926922088043415028_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=JJxw-O4NrusAX9P3xeL&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfA1KICzaSNqAOW7pq3vS8Mpw8L2iqoy9h0vdo0yPnB33A&oe=649FC256&_nc_sid=29ddf3,28,19,"الى يعرف لايبخل بالاجابه♥️♥️
.
.
.
.

أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

‏@ask__eastern","Dammam, Saudi Arabia",1663620822,19-09-2022 23:53:42,https://www.instagram.com/p/Cis9I7dLWKI/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307793572_179648347901744_3926922088043415028_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=JJxw-O4NrusAX9P3xeL&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfDJWc-rV3VqhFGx_Z3eCh_feoPy6DoneKDfp0dbUcrkeg&oe=649FC256&_nc_sid=29ddf3
ask__eastern,43074846811,2930986180708106104,False,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307866730_633358241490757_704440094929434611_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=D-i1hsJlQxwAX8whPg2&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfC-33eYQ2NvQF_wkvyaAjtiCTFv-d-E69pRXrD7xlhLNg&oe=649F6362&_nc_sid=29ddf3,15,10,"الى يعرف لايبخل بالاجابه♥️♥️
.
.
.
.

أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

‏@ask__eastern","Dammam, Saudi Arabia",1663620802,19-09-2022 23:53:22,https://www.instagram.com/p/Cis9Gb-r394/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307866730_633358241490757_704440094929434611_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=D-i1hsJlQxwAX8whPg2&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfAds-DpmBhEN1ye1IVtQjgwK_2mKlTSvXhuMkrSeQDH2Q&oe=649F6362&_nc_sid=29ddf3
ask__eastern,43074846811,2930982623191561107,False,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307990471_1121517235449368_3652655483721926380_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=RvLrls2xo4cAX8Gkaw9&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfA7S4JjNyHa4xfA_vYAKCskmd4wDI_HzIhmPindUckw5Q&oe=64A03612&_nc_sid=29ddf3,9,20,"الى يعرف لايبخل بالاجابه♥️♥️
.
.
.
.

أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

‏@ask__eastern","Dammam, Saudi Arabia",1663620377,19-09-2022 23:46:17,https://www.instagram.com/p/Cis8SqyLPOT/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307990471_1121517235449368_3652655483721926380_n.jpg?stp=c0.86.1395.1395a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=RvLrls2xo4cAX8Gkaw9&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCXg5bOij94xR3XNdCUs_0d8vweUzQS-ksBWRMhGHdWwQ&oe=64A03612&_nc_sid=29ddf3
ask__eastern,43074846811,2930982203534684610,False,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307859539_831438661636436_3252487090942313660_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=DQSGJ8gGYgIAX8NXI9E&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfAZFpc7YRNmz8PYfAhVAETnVU1FUPmlKj5tz_F9vRelpw&oe=649F3A54&_nc_sid=29ddf3,13,8,"الى يعرف لايبخل بالاجابه♥️♥️
.
.
.
.

أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

‏@ask__eastern","Dammam, Saudi Arabia",1663620327,19-09-2022 23:45:27,https://www.instagram.com/p/Cis8Mj8rTHC/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307859539_831438661636436_3252487090942313660_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=DQSGJ8gGYgIAX8NXI9E&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCs6sU6jZHss7qR7gJtxzK2UdF3GKfHDsYh8XrH0iGjRQ&oe=649F3A54&_nc_sid=29ddf3
ask__eastern,43074846811,2930980884702828639,False,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/307440386_588285973083171_7158623524395178075_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=CVc-4QHwIQ8AX--hzrg&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCt_00Je_o8SqEIyzv_w8wB5WK-PoXcbh3_eDtGAYaqRg&oe=64A0B00B&_nc_sid=29ddf3,13,18,"الى يعرف لايبخل بالاجابه♥️♥️
.
.
.
.

أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

‏@ask__eastern","Dammam, Saudi Arabia",1663620170,19-09-2022 23:42:50,https://www.instagram.com/p/Cis75XsLBhf/,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/307440386_588285973083171_7158623524395178075_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=CVc-4QHwIQ8AX--hzrg&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBPH9CjleyMr02KaLUFDyVSAqcN1eQT59TwQs6l5pASQw&oe=64A0B00B&_nc_sid=29ddf3
ask__eastern,43074846811,2930979685500993257,False,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307513977_109666225141396_2309511361820392238_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=xWP-VmgtrDwAX_foxkd&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCsbsP1FMMqpzHLVuQWm_3QQkVcV9B6Tj1wt0-akgQK-w&oe=649EF6A2&_nc_sid=29ddf3,19,62,"الى يعرف لايبخل بالاجابه♥️♥️
.
.
.
.

أسأل الشرقية حساب لتجمع الأسر المنتجة في الشرقية
أسئلتكم واستفساراتكم عن الشرقية انزلها هنا ونرد عليها بكل حب ❤️ تابعونا
___________________________
الصلاه على النبي""اللهم صلى على سيدنا محمد""
لاتبخلو بالاضافه والرد""خير الناس أنفعهم للناس""
____________________________
#أسال_الشرقية #استفسار #استشارات #تجارب #اسئله #الدمام #الشرقية #أسر_منتجة #حسابات #تجمع#دعم #مساعده #اضافات #الخبر #المنطقة_الشرقية#نشر #نصائح#اجابه #سؤال #اضافات #انستغرام #سناب #مساعدات #خدمة 

‏@ask__eastern","Dammam, Saudi Arabia",1663620027,19-09-2022 23:40:27,https://www.instagram.com/p/Cis7n62LD7p/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/307513977_109666225141396_2309511361820392238_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=xWP-VmgtrDwAX_foxkd&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfDZLhuNkEg8egT00wG98ddf2j0cyASED-SxJTKzGG3jiQ&oe=649EF6A2&_nc_sid=29ddf3
